,question,tags
1089,What did John intend to talk with me ?,Email
1090,How many emails have I received from Jeswil?,Email
1091,When did I receive a message from data.tqid?,Email
1092,Show me all the emails sent by noah till date,Email
1093,What did the last email to theodore Anderson read ?,Email
1094,What was Sanjay's motto in his first email ?,Email
1095,how many emails are from ankit,Email
1096,What was eva's feedback about it declaration ?,Email
1097,List of last 10 mails from ankit,Email
1098,what is the subject of last email from chaitanya,Email
1099,Common events which Ankit and Vineeth are a part of,Email
1100,Show me mails from jordan that are in the trash,Email
1101,what is subject of last mail from Ankit?,Email
1102,What was the last communication about scrum with morgan?,Email
1103,What was the first message from anthony?,Email
1104,What did noah intend to talk with me ?,Email
1105,Who was the mail about appreciation sent to?,Email
1106,What is today's last mail,Email
1107,When was the last email exchanged between eva and anthony ?,Email
1108,Are there mails from vivian brown that are present in the spam folder ?,Email
1109,What are the labels associated with the mail sent to dylan ?,Email
1110,When did nathan and I have a chat recently ?,Email
1111,What was the meeting with eva and noah focused on ?,Email
1112,When did I end the conversation with robert taylor ?,Email
1113,Show me the mail where mitchell was talking about payslip,Email
1114,From whom did I get the message about appreciation ?,Email
1115,Covid-19 Latest News was mailed by ?,Email
1116,When did kevin and I first contact each other?,Email
1117,What are the important mails from julia@cisco.com,Email
1118,Show me all emails sent on 12/05/2005,Email
1119,Important mails received from michael walker in may 1990,Email
1120,What did thomas acknowledge in his last message ?,Email
1121,What are the important mails from jordan@amazon.com,Email
1122,When did thomas send the latest email?,Email
1123,What's John's message for me today ?,Email
1124,What was Jack's feedback about Genius ?,Email
1125,When did vinay send the first email?,Email
1126,Show me the important messages from susie@tcs.com,Email
1127,List emails from Kanika?,Email
1128,When did ryan reach me initially ?,Email
1129,how many emails did i receive from ankit,Email
1130,What is the gist of the conversation with Ankit Bhangar ?,Email
1131,What was the subject of the last discussion with nathan ?,Email
1132,When did I first reach out to jacob jones ?,Email
1133,When was the first message received from jason Porter ?,Email
1134,When did Dhiran and I connect for the first time?,Email
1135,when did the final the discussion between ankit and me happen ?,Email
1136,What's the outline of james's mail ?,Email
1137,When did the conversation about Genius end ?,Email
1138,What are the labels associated with the mail sent to Bryan ?,Email
1139,Show me the mail where Jack was talking about Genius,Email
1140,What did the initial mail from hailey taylor read ?,Email
1141,Show me all emails where the subject contains soc.,Email
1142,When was the first message received from jordan Porter ?,Email
1143,Who sent the mail regrading rental agreement ?,Email
1144,What time did I get the first message from anthony mehra ?,Email
1145,Names of the people who participated in the discussion about Genius,Email
1146,List email sent to Uber,Email
1147,Are the mails from eric marked as starred ?,Email
1148,When did I receive the last mail from john@doe.com ?,Email
1149,When did morgan and I connect for the very first time ?,Email
1150,What did christopher mention about scrum ?,Email
1151,what is the email of satish,Email
1152,When did the final discussion between Neerose and me happen ?,Email
1153,When did theodore and I have a chat for the first time?,Email
1154,On what date did I last send the email regarding Flue-gas condensation?,Email
1155,What did nathan state in his mail 3 days ago ?,Email
1156,When was the last mail received from susie ?,Email
1157,When was the latest message delivered to me from John?,Email
1158,When did I recently reach out to Vinay ?,Email
1159,What did vivian's message read ?,Email
1160,How long ago did kevin send an email?,Email
1161,when did ankit first send me email ?,Email
1162,"where is the CA, Inc. headquarters?",Contract
1163,show all active agreements,Contract
1164,"present all contracts entered with Presidio Networked Solutions Group, LLC",Contract
1165,what contracts are associated with CoStar Realty Information?,Contract
1166,"when did angel sign the termination letter for Kula Consulting, Inc.'s services?",Contract
1167,what is the contract end date of the Human Resources Master Services Agreements with Deloitte Tax LLP?,Contract
1168,how many contracts did Frank Colich sign during last 2 years?,Contract
1169,how many agreements do we have under Business Objects Software?,Contract
1170,when was the DG Consulting Services Purchase Agreement between DG Consulting Services and Cumulus Solutions Group terminated?,Contract
1171,how many mutual nda are under CA Inc company?,Contract
1172,"who represents Presidio Networked Solutions Group, LLC in the engagement letters effective as of Dec-17-2019?",Contract
1173,how many agreements has Thomas H Krause signed during Feb 2020?,Contract
1174,how many contracts did Fernando Vega sign during FY 19?,Contract
1175,"who is Thomas H Krause Jr. at Zoom Video Communications, Inc.?",Contract
1176,what is the duration of the termination letters?,Contract
1177,where is Synergy Sky's principal office located at?,Contract
1178,"when was the CA, Inc. mutual nda started?",Contract
1179,what is Sean Atkinson's title?,Contract
1180,find all the termination letters's signed in last two years,Contract
1181,how many contracts did Robert Sherman sign during last 2 years?,Contract
1182,provide MSA's with Business Objects Software from October 2018,Contract
1183,how many agreements were signed by Verizon in last two years?,Contract
1184,how long is the CA Software Osterreich GmbH Human Resources Master Services Agreements?,Contract
1185,"when was the notice of termination of the Human Resources Master Services Agreements from Forrester Research, Inc. sent?",Contract
1186,"when did Security Innovation, Inc. and Kloudone Inc sign the Data Processing Agreement?",Contract
1187,"provide the total number of Professional Services Agreement with Influitive Corp dated October 2, 2019",Contract
1188,list all contracts signed by Robert Sherman,Contract
1189,show all contracts that are ending in Sep 2014,Contract
1190,what contracts are associated with Infosys Limited?,Contract
1191,where is CA Inc's offices?,Contract
1192,where is Verizon's office?,Contract
1193,list all active CoStar Realty Information agreements,Contract
1194,from which date is the DPA with CoStar Realty Information effective?,Contract
1195,when did the Twilight Softwares Singapore Non Disclosure go into effect?,Contract
1196,where is Synergy Sky's principal office located at?,Contract
1197,"when was the Security Innovation, Inc. MSA effective from?",Contract
1198,how many agreements has Kerry Kane signed that are currently active?,Contract
1199,where can Akamai technologies International AG's office be found?,Contract
1200,who represented Twilight Softwares Singapore in the seventeenth amendment to the Verizon Business Service Agreement?,Contract
1201,when did Cadence360 LLC DBA REDDBUG sign a DPA with Skytap?,Contract
1202,provide a list of contracts due to expire in a month,Contract
1203,list all Professional Services Agreement's with Rely Tech LLC,Contract
1204,how long does a Professional Services Agreement last?,Contract
1205,"where can CoStar Realty Information, Inc.'s office be found?",Contract
1206,when is the nondisclosure agreement between Twilight Softwares Singapore and Twilight Softwares Singapore Pte Ltd going to begin?,Contract
1207,"when is Limited T/A SAP Solutions"" terminating the termination letters with CA Europe Sarl?",Contract
1208,what is Thomas H Krause Jr.'s position?,Contract
1209,"when is Westcon Mexico, S.A. de C.V. terminating the statement of works with Rely Tech LLC?",Contract
1210,which contracts were signed by Stuart Williams during last year,Contract
1211,find all Global Professional Services Agreements with CA Europe Sarl,Contract
1212,"who signed a engagement letters with Presidio Networked Solutions Group, LLC on May 9, 2020?",Contract
1213,"who signed the Global Professional Services Agreements on 11th January, 2020 from Cadence360 LLC DBA REDDBUG?",Contract
1214,"when was the Chili Interactive, LLC. ammendments started?",Contract
1215,what is kevin's position at Secarma Limited?,Contract
1216,show me all agreements signed by Twilight Softwares Singapore Pte Ltd,Contract
1217,when is Cumulus Solutions Group terminating the Human Resources Master Services Agreements with International Business Machines Corporation?,Contract
1218,provide the total number of mutual nda between Model N Inc and CA Inc dated 5/14/2020,Contract
1219,"when will the agreement between Zoom Video Communications, Inc. and VWi Inc expire?",Contract
1220,how many contracts do we have with Osterreich GmbH?,Contract
1221,find all the Data Processing Agreement,Contract
1222,find all the Global Professional Services Agreements's signed by michael,Contract
1223,provide all ammendments's with Vodafone Mobile,Contract
1224,show all active agreements with Park Strategies LLC signed in 2018 - now?,Contract
1225,show all active agreements with CA Software Osterreich GmbH?,Contract
1226,find all the Client Agreement's signed in last 2 years,Contract
1227,when did Media5 Corporation and CA Software Osterreich GmbH get into a nondisclosure agreement?,Contract
1228,"who signed a SOW with Westcon Mexico, S.A. de C.V. on December 19, 2019?",Contract
1229,where is Model N Inc's corporate office?,Contract
1230,what is CA Inc.'s mailing address?,Contract
1231,who is the signatory from CA Europe Sarl in the NDA between CA Europe Sarl and Presidio Networked Solutions Group?,Contract
1232,"when did Forrester Research, Inc. and CA Europe Sarl get into the Human Resources Master Services Agreements?",Contract
1233,how many agreements has Stuart Williams signed before July?,Contract
1234,how many contracts did Thomas H Krause sign during Mar 2013?,Contract
1235,what is Charles-R. Paquet's position at VWi Inc?,Contract
1236,how many agreements has ryan signed in December?,Contract
1237,when did Andy sign the V-Tech Singapore Global Professional Services Agreements?,Contract
1238,show all contracts that are ending in last 2 years,Contract
1239,find the seventeenth amendment to the Verizon Business Service Agreement with Kloudone Inc?,Contract
1240,show us contracts that are ending in February 2020,Contract
1241,"show me the Zoom Video Communications, Inc. Hosting and Services Agreement",Contract
1242,when did bobby sign the Human Resources Master Services Agreements from Broadcom Inc?,Contract
1243,how many agreements were signed between International Business Machines Corporation and VWi Inc?,Contract
1244,list all Twilight Softwares Singapore agreements that expired in the last 2 years,Contract
1245,when did eric sign Broadcom Inc's nondisclosure agreement?,Contract
1246,show all contracts that ended in last 2 years,Contract
1247,"when will CA, Inc. and Netcetera AG's Client Agreement be effective?",Contract
1248,who signed the Data Processing Agreement from Twilight Softwares Singapore Pte Ltd?,Contract
1249,what is International Business Machines Corporation address?,Contract
1250,who is signing from Infosys Limited in the engagement letters between Infosys Limited and Twilight Softwares Singapore?,Contract
1251,how long is the Global Professional Services Agreements of Skytap?,Contract
1252,list all Human Resources Master Services Agreements with CA Europe Sarl,Contract
1253,who approved the Twilight Softwares Singapore Pte Ltd Master Services Agreement?,Contract
1254,list all active contracts for Kloudone Inc,Contract
1255,how many Professional Services Agreement were signed in last 2 years?,Contract
1256,find all the termination letters's signed before 2012,Contract
1257,what is the address of Deloitte Consulting LLP?,Contract
1258,when did julia sign the ammendments?,Contract
1259,list all DPA with Influitive Corp,Contract
1260,"what is the contract end date of the Mutual Nondisclosure Agreement dated November 25, 2019?",Contract
1261,find all amendments signed by Warren Parti,Contract
1262,give me all the contracts entered into in May,Contract
1263,"provide all Client Agreement's with Limited T/A SAP Solutions""",Contract
1264,which contracts were signed by ryan during Jun 2012,Contract
1265,what is the contract end date of the Client Agreement dated Apr-30-2020?,Contract
1266,"find all Data Processing Agreement with Zoom Video Communications, Inc.",Contract
1267,"when was the ammendments between Zoom Video Communications, Inc. and Media5 Corporation signed?",Contract
1268,show all contracts that are ending in last year,Contract
1269,is there any mailing address for CA Europe Sarl?,Contract
1270,who is the representative from LinkedIn Corporation in the statement of works between LinkedIn Corporation and CoStar Realty Information?,Contract
1271,how many agreements do we have under Synergy Sky?,Contract
1272,when was the notice of termination of the ammendments from Skytap sent?,Contract
1273,"how many agreements were signed by Westcon Mexico, S.A. de C.V. in July 2017?",Contract
1274,when was the Business Objects Software contract signed by Ivy Pong?,Contract
1275,how many agreements are being terminated in a week?,Contract
1276,when was the Global Professional Services Agreements signed between Skytap and VWi Inc?,Contract
1277,provide a list of active contracts signed by Cindy in February,Contract
1278,how many agreements were signed between Kloudone Inc and Deloitte Consulting LLP?,Contract
1279,find all the seventeenth amendment to the Verizon Business Service Agreement's signed in October 2018,Contract
1280,"which agreement does Deloitte Consulting LLP have with Westcon Mexico, S.A. de C.V.?",Contract
1281,show all contracts that expire in 2020,Contract
1282,"where is the Chili Interactive, LLC. headquarters?",Contract
1283,find all the ammendments's signed before March of 2018,Contract
1284,who represents Business Objects Software in the Mutual Nondisclosure Agreement effective as of 04/02/2020?,Contract
1285,what is Thomas Krause Jr.'s address?,Contract
1286,"who represented Stefanini, Inc. in the nondisclosure agreement with PricewaterhouseCoopers?",Contract
1287,how many non-disclosure agreement are under Synergy Sky company?,Contract
1288,provide all agreements signed by bobby,Contract
1289,show us contracts that are ending in a week,Contract
1290,find all Global Professional Services Agreements's with Dolphin Systems AG,Contract
1291,which contracts were signed by Michael Doyle during Feb 2020,Contract
1292,provide seventeenth amendment to the Verizon Business Service Agreement with Influitive Corp from May 2011,Contract
1293,show all Non Disclosure's signed before FY 20,Contract
1294,"who represents Forrester Research, Inc.?",Contract
1295,where can we reach Damen Gilland?,Contract
1296,what is the address of CA Europe Sarl?,Contract
1297,what is vivian's title?,Contract
1298,how many SOW were signed in March of 2018?,Contract
1299,who signed the DG Consulting Services engagement letters?,Contract
1300,"provide SOW's with Zoom Video Communications, Inc. from June",Contract
1301,find all Data Processing Agreement with Park Strategies LLC,Contract
1302,what is Kloudone Inc's address?,Contract
1303,where is Model N's principal office located?,Contract
1304,how many amendments are associated with Model N Inc?,Contract
1305,list all Media5 Corporation agreements that are active,Contract
1306,provide all the Global Professional Services Agreements,Contract
1307,"who reviewed the OneProvider - Brainstorm Network, Inc. seventeenth amendment to the Verizon Business Service Agreement?",Contract
1308,"when did george sign Security Innovation, Inc.'s statement of works?",Contract
1309,does eleks inc have a nondisclosure agreement?,Contract
1310,find the Purchase Agreement with Verizon Business Network Services Inc?,Contract
1311,when did Synergy Sky and Broadcom Corporation sign the engagement letters?,Contract
1312,where did thomas work?,Contract
1313,when did DG Consulting Services and Secarma Limited enter the Non Disclosure?,Contract
1314,when did DG Consulting Services and Deloitte Consulting LLP get into the Client Agreement?,Contract
1315,show me all amendments signed by CA Software Osterreich GmbH,Contract
1316,in the Data Processing Agreement between Model N and Influitive Corp who is the signatory from Model N?,Contract
1317,what is the duration of the Human Resources Master Services Agreements?,Contract
1318,what is the title of Michael Doyle?,Contract
1319,on what date does Professional Services Agreement on 5/11/2023 terminate?,Contract
1320,who represents Model N?,Contract
1321,when was the Akamai technologies International AG Global Professional Services Agreements effective from?,Contract
1322,provide a list of contracts signed by jordan in Jan 2020 that are still active,Contract
1323,"where is Security Innovation, Inc. located?",Contract
1324,which agreement does Model N have with Osterreich GmbH?,Contract
1325,"who is the signatory from Westcon Mexico, S.A. de C.V. in the ammendments between Westcon Mexico, S.A. de C.V. and PricewaterhouseCoopers?",Contract
1326,"when is the nondisclosure agreement between Westcon Mexico, S.A. de C.V. and Akamai technologies International AG terminating?",Contract
1327,provide all amendments with Broadcom Corporation,Contract
1328,"how long is the nondisclosure agreement of CA, Inc.?",Contract
1329,how many agreements has ruby signed in 2020?,Contract
1330,"supply all contracts with Cognizer, Inc",Contract
1331,how many contracts did Puneet Arora sign during July?,Contract
1332,when did Kloudone Inc and Deloitte Tax LLP get into the SOW?,Contract
1333,where can i find Akamai technologies International AG's office?,Contract
1334,how many Hosting and Services Agreement were signed in Sep 2014?,Contract
1335,total number of active agreements,Contract
1336,provide a list of contracts signed by Puneet Arora in August 2014 that are still active,Contract
1337,where is CA Europe Sarl's main office located?,Contract
1338,provide a list of expired contracts signed by vivian in last two years,Contract
1339,which agreement does CoStar Realty Information have with Vodafone Mobile?,Contract
1340,provide all amendments with Model N,Contract
1341,"what is the termination effective date of the seventeenth amendment to the Verizon Business Service Agreement between Deloitte Tax LLP and Limited T/A SAP Solutions""?",Contract
1342,furnish all current agreements,Contract
1343,list all active Data Processing Agreement,Contract
1344,where does ruby work?,Contract
1345,when was the Human Resources Master Services Agreements signed between Park Strategies LLC and CA Inc.?,Contract
1346,provide the total number of Purchase Agreement with Twilight Softwares Singapore dated 7/13/2020,Contract
1347,show all active agreements,Contract
1348,show us contracts that are ending in a week,Contract
1349,return all the DPA's,Contract
1350,"when will Security Innovation, Inc. and Twilight Softwares Singapore Pte Ltd's Data Processing Agreement be effective?",Contract
1351,when did Verizon and Rely Tech LLC enter the Human Resources Master Services Agreements?,Contract
1352,"where is the Westcon Mexico, S.A. de C.V. main office?",Contract
1353,list all the contracts signed by Ivy Pong during March,Contract
1354,give me all the contracts entered into in last 2 years,Contract
1355,where is Park Strategies LLC located?,Contract
1356,"which Client Agreement's were signed between Forrester Research, Inc. and CA, Inc. in last year?",Contract
1357,"what is the MSA with Westcon Mexico, S.A. de C.V. contract effective date?",Contract
1358,provide all the Master Services Agreement,Contract
1359,"provide Purchase Agreement's with Presidio Networked Solutions Group, LLC from last year",Contract
1360,when was the Park Strategies LLC contract signed by jordan?,Contract
1361,"when was the CoStar Realty Information, Inc. Mutual Nondisclosure Agreement between CoStar Realty Information, Inc. and Presidio Networked Solutions Group terminated?",Contract
1362,when did Stuart Williams sign the Client Agreement with Verizon Business Network Services Inc?,Contract
1363,how many agreements are being terminated in 90 days or less?,Contract
1364,what is the validity period for a Non Disclosure?,Contract
1365,"when was the nondisclosure agreement from Zoom Video Communications, Inc. signed ?",Contract
1366,return all letters addressing MSA,Contract
1367,"who is the primary contact in the Westcon Mexico, S.A. de C.V. Global Professional Services Agreements?",Contract
1368,where can Presidio Networked Solutions Group's office be found?,Contract
1369,on what date does non-disclosure agreement on 12 March 2023 terminate?,Contract
1370,"how many agreements were signed by Zoom Video Communications, Inc. in January?",Contract
1371,when was the termination letters signed between Twilight Softwares Singapore and V-Tech Singapore?,Contract
1372,"provide the total number of Hosting and Services Agreement between Cadence360 LLC DBA REDDBUG and Cumulus Solutions Group dated June 30th, 2020",Contract
1373,where is V-Tech Singapore's principal office?,Contract
1374,which contracts were signed by Roberto Adrian Gomez Mazin during last two years,Contract
1375,supply all contracts with Influitive Corp,Contract
1376,how many amendments are associated with Infosys Limited?,Contract
1377,where is Twilight Softwares Singapore Pte Ltd located?,Contract
1378,what is the MSA effective date in the Broadcom Corporation agreement?,Contract
1379,when did Rely Tech LLC and Rely Tech LLC get into the nondisclosure agreement?,Contract
1380,"what contracts are associated with Zoom Video Communications, Inc.?",Contract
1381,which contracts were signed by peter during last two years,Contract
1382,"when did donald sign the Zoom Video Communications, Inc. Purchase Agreement?",Contract
1383,give me all the contracts entered into in Jan of 2016,Contract
1384,when did CA Inc. and CA Europe Sarl enter the Professional Services Agreement?,Contract
1385,how many agreements has Thomas Krause Jr. signed in October 2018?,Contract
1386,what is the termination effective date of the statement of works between Park Strategies LLC and Vodafone Mobile?,Contract
1387,"what is CA, Inc.'s address?",Contract
1388,what is the title of Stuart Williams?,Contract
1389,provide Client Agreement with CA Inc from 2015,Contract
1390,what is Twilight Softwares Singapore Pte Ltd's address?,Contract
1391,how many agreements has Robert Sherman signed that are currently expired?,Contract
1392,which Non Disclosure's were signed between Model N and Verizon Business Network Services Inc in last year?,Contract
1393,where does morgan work?,Contract
1394,when was the notice of termination of the Professional Services Agreement from Verizon sent?,Contract
1395,"when did Presidio Networked Solutions Group and Westcon Mexico, S.A. de C.V. get into the nondisclosure agreement?",Contract
1396,find the last or latest MSA with PricewaterhouseCoopers,Contract
1397,"when is the termination date for Hosting and Services Agreement for CoStar Realty Information, Inc.?",Contract
1398,how many agreements are being terminated in November?,Contract
1399,who signed the seventeenth amendment to the Verizon Business Service Agreement with CA Software Osterreich GmbH on 5/11/2023?,Contract
1400,count of contracts with CA Inc,Contract
1401,provide the total number of Professional Services Agreement between Business Objects Software and CA Inc. dated 6/12/2020,Contract
1402,"when was the non-disclosure agreement signed between Stefanini, Inc. and Vodafone Mobile?",Contract
1403,who is the signatory of the PricewaterhouseCoopers agreement on 5/14/2023?,Contract
1404,which contracts were signed by susie during March,Contract
1405,how long does a Mutual Nondisclosure Agreement last?,Contract
1406,list all Purchase Agreement's with Akamai technologies International AG,Contract
1407,how many termination letters are under Influitive Corp?,Contract
1408,find all the nondisclosure agreement's signed in last year,Contract
1409,"when was the statement of works from Limited T/A SAP Solutions"" signed ?",Contract
1410,who authorized the Presidio Networked Solutions Group Non Disclosure?,Contract
1411,list all mutual nda with Skytap,Contract
1412,what is the contract effective date for the Rely Tech LLC agreement?,Contract
1413,provide Global Professional Services Agreements with CA Inc from 2019,Contract
1414,who represents Infosys Limited?,Contract
1415,show all contracts that are ending in 2 days,Contract
1416,show all contracts that ended in last two years,Contract
1417,"when was the termination letters signed between Stefanini, Inc. and DG Consulting Services?",Contract
1418,will the statement of work between Dolphin Systems AG and Dolphin Systems AG be effective on 7/23/2020?,Contract
1419,where is Synergy Sky's office location?,Contract
1420,what is the term of a Hosting and Services Agreement?,Contract
1421,list all engagement letters with CA Inc,Contract
1422,when was the ammendments signed by Dolphin Systems AG?,Contract
1423,who recieves a copy of the VWi Inc mutual nda termination letter?,Contract
1424,"what is Zoom Video Communications, Inc.'s address?",Contract
1425,"when was the Client Agreement signed by Vodafone Mobile and Cognizer, Inc?",Contract
1426,how long is the Human Resources Master Services Agreements of Media5 Corporation?,Contract
1427,what is Puneet Arora's position?,Contract
1428,when was the Purchase Agreement for Rely Tech LLC created?,Contract
1429,provide all the Data Processing Agreement,Contract
1430,how many amendments are associated with Secarma Limited?,Contract
1431,what is Netcetera AG's address?,Contract
1432,provide a list of expired contracts signed by Frank Colich in last year,Contract
1433,when was the DPA signed between CA Inc and VWi Inc?,Contract
1434,find all Global Professional Services Agreements with DG Consulting Services,Contract
1435,"where is CoStar Realty Information, Inc.'s main office located?",Contract
1436,"from when is the SOW with Kula Consulting, Inc. effective?",Contract
1437,provide all the Client Agreement,Contract
1438,what is Verizon's address?,Contract
1439,what is the mailing address of Verizon Business Network Services Inc?,Contract
1440,"find all ammendments's with Kula Consulting, Inc.",Contract
1441,who authorized the Dolphin Systems AG Master Services Agreement?,Contract
1442,who signed the Non Disclosure with Vodafone Mobile on 04/02/2020?,Contract
1443,list all Infosys Limited agreements that expired in the last year,Contract
1444,how many agreements has Sean Atkinson signed that are currently active?,Contract
1445,where is Broadcom Corporation's corporate office?,Contract
1446,provide a list of contracts due to expire in a week,Contract
1447,list all contracts signed by Frank Colich,Contract
1448,how long is the SOW with Dolphin Systems AG?,Contract
1449,which contracts were signed by William R Wagner during February 2020,Contract
1450,where is Kloudone Inc's office?,Contract
1451,list all my active contracts ending in 90 days or less and contracts expired,Contract
1452,when did thomas sign the Global Professional Services Agreements?,Contract
1453,"when was the Data Processing Agreement signed by Westcon Mexico, S.A. de C.V.?",Contract
1454,"when is the non-disclosure agreement between Akamai technologies International AG and Kula Consulting, Inc. terminating?",Contract
1455,how many agreements are being terminated in a week?,Contract
1456,how long does a Purchase Agreement last?,Contract
1457,who is the representative from Synergy Sky in the Professional Services Agreement between Synergy Sky and Presidio Networked Solutions Group?,Contract
1458,provide list of agreements between Rely Tech LLC and Dolphin Systems AG,Contract
1459,which contracts were signed by eric during last 2 years,Contract
1460,"what is Kula Consulting, Inc.'s address?",Contract
1461,what is Deloitte Consulting LLP address?,Contract
1462,show all contracts that expire in December,Contract
1463,"show me the Stefanini, Inc. DPA",Contract
1464,how many Human Resources Master Services Agreements were signed before Dec 2020?,Contract
1465,when is Osterreich GmbH terminating the SOW with Broadcom Corporation?,Contract
1466,list all seventeenth amendment to the Verizon Business Service Agreement with Netcetera AG,Contract
1467,"what is the mailing address of Westcon Mexico, S.A. de C.V.?",Contract
1468,"when was the Data Processing Agreement signed between Cognizer, Inc and Secarma Limited?",Contract
1469,what is eric's address?,Contract
1470,what is the validity period for a SOW?,Contract
1471,"what agreements were signed by CoStar Realty Information, Inc. in last two years?",Contract
1472,where is DG Consulting Services's main office located?,Contract
1473,"who represents OneProvider - Brainstorm Network, Inc. in the MSA effective as of October 3, 2019?",Contract
1474,list all my active contracts ending in November and contracts expired,Contract
1475,what is the Christopher Mourad's role?,Contract
1476,furnish all current agreements,Contract
1477,where does eva work?,Contract
1478,which ammendments's were signed between Twilight Softwares Singapore and Media5 Corporation in last 2 years?,Contract
1479,how many agreements has Stuart Williams signed in last 2 years?,Contract
1480,what is Skytap address?,Contract
1481,what is the mutual nda effective date in the Skytap agreement?,Contract
1482,what is the termination effective date of the Kloudone Inc agreement?,Contract
1483,what is ruby's position?,Contract
1484,"when did Robert Sherman sign the Presidio Networked Solutions Group, LLC Human Resources Master Services Agreements?",Contract
1485,where is Vodafone Mobile located?,Contract
1486,find all the ammendments,Contract
1487,how many agreements do we have under Osterreich GmbH?,Contract
1488,how many contracts do we have with CA Europe Sarl?,Contract
1489,show all contracts that expire in a month,Contract
1490,give me all the contracts entered into in Jan of 2016,Contract
1491,"when was the Master Services Agreement signed by Forrester Research, Inc. and Cadence360 LLC DBA REDDBUG?",Contract
1492,when did Damen Gilland sign Model N Inc's Professional Services Agreement?,Contract
1493,what is Dolphin Systems AG address?,Contract
1494,"who is the signatory of the Client Agreement with Chili Interactive, LLC.?",Contract
1495,find all amendments signed by Sambandam Ramya,Contract
1496,where is the Skytap address?,Contract
1497,how long does a DPA last?,Contract
1498,when did Cumulus Solutions Group and Business Objects Software enter the nondisclosure agreement?,Contract
1499,show all contracts that are ending in last 2 years,Contract
1500,when was the Purchase Agreement between Kloudone Inc and Skytap signed?,Contract
1501,provide a list of contracts due to expire in Aug 2020,Contract
1502,list all the contracts signed by vivian,Contract
1503,when was the Broadcom Corporation Non Disclosure effective from?,Contract
1504,what is Ivy Pong's address?,Contract
1505,what agreements were signed by VWi Inc in October 2018?,Contract
1506,provide a list of contracts signed by nicholas in September that are still active,Contract
1507,what is the MSA effective date in the eleks inc agreement?,Contract
1508,what is Model N Inc's mailing address?,Contract
1509,show all contracts that are ending in 2009,Contract
1510,"when was the notice of termination of the Hosting and Services Agreement from Kula Consulting, Inc. sent?",Contract
1511,"when will the Professional Services Agreement between International Business Machines Corporation and Westcon Mexico, S.A. de C.V. be effective?",Contract
1512,who authorized the Broadcom Corporation termination letters?,Contract
1513,when did the Skytap SOW go into effect?,Contract
1514,show all contracts that expire in a month,Contract
1515,"how many Global Professional Services Agreements are under OneProvider - Brainstorm Network, Inc.?",Contract
1516,how many agreements are being terminated in 30 days?,Contract
1517,where can i find Business Objects Software's office?,Contract
1518,who represented Media5 Corporation in the ammendments?,Contract
1519,who represented Osterreich GmbH in the ammendments with PricewaterhouseCoopers?,Contract
1520,when is Kloudone Inc terminating the MSA with Broadcom Inc?,Contract
1521,who signed the Purchase Agreement from Cadence360 LLC DBA REDDBUG?,Contract
1522,how many agreements has Frank Colich signed before June?,Contract
1523,who signed the Professional Services Agreement for Cumulus Solutions Group?,Contract
1524,who recieves a copy of the VWi Inc Human Resources Master Services Agreements termination letter?,Contract
1525,find all the SOW's signed in last year,Contract
1526,"who signed the Data Processing Agreement from Presidio Networked Solutions Group, LLC?",Contract
1527,"when did Limited T/A SAP Solutions"" and Zoom Video Communications, Inc. enter the Global Professional Services Agreements?",Contract
1528,give me all the contracts entered into in last two years,Contract
1529,what is Deloitte Tax LLP's mailing address?,Contract
1530,how many agreements are being terminated in 30 days?,Contract
1531,"who is the signatory of the Data Processing Agreement with Forrester Research, Inc.?",Contract
1532,"which ammendments's were signed on February 14, 2020?",Contract
1533,how many contracts were signed by Rajiv Baronia?,Contract
1534,what is the contract effective date for the Akamai technologies International AG agreement?,Contract
1535,who signed the DPA with Model N Inc on 12 March 2020?,Contract
1536,where is the Rely Tech LLC headquarters?,Contract
1537,provide the total number of seventeenth amendment to the Verizon Business Service Agreement with Deloitte Tax LLP dated 30/03/2020,Contract
1538,find all the Client Agreement's signed in FY 19,Contract
1539,when was the seventeenth amendment to the Verizon Business Service Agreement for Infosys Limited created?,Contract
1540,what is the contract end date of the statement of works with CA Software Osterreich GmbH?,Contract
1541,"show me all amendments signed by Presidio Networked Solutions Group, LLC",Contract
1542,"who is the representative from Limited T/A SAP Solutions"" in the mutual nda between Limited T/A SAP Solutions"" and Stefanini, Inc.?",Contract
1543,when did hailey sign the Purchase Agreement from Influitive Corp?,Contract
1544,"when did the Professional Services Agreement between CA Software Osterreich GmbH and Presidio Networked Solutions Group, LLC start?",Contract
1545,how many statement of works were signed in last year?,Contract
1546,how many agreements has becky signed during 2016?,Contract
1547,how many agreements expire in November?,Contract
1548,show all contracts that are ending in 2 days,Contract
1549,what is the Master Services Agreement with Verizon Business Network Services Inc contract effective date?,Contract
1550,when was the notice of termination of the MSA from Rely Tech LLC sent?,Contract
1551,provide a list of contracts due to expire in Jun 2012,Contract
1552,"when did Kula Consulting, Inc. sign a non-disclosure agreement with VWi Inc?",Contract
1553,when was the Master Services Agreement signed between Skytap and Skytap?,Contract
1554,provide all agreements signed by Michael Doyle,Contract
1555,does Kloudone Inc have a DPA?,Contract
1556,"how many Data Processing Agreement are associated with Westcon Mexico, S.A. de C.V.?",Contract
1557,show all contracts that are ending in October 2018,Contract
1558,when was the engagement letters signed by Model N?,Contract
1559,where does john work?,Contract
1560,find all the Master Services Agreement's signed before 2018,Contract
